Advanced JIT Compiler Options,-XX:OnError=string,"<p>Sets a custom command or a series of semicolon-separated commands to run when an irrecoverable error occurs. If the string contains spaces, then it must be enclosed in quotation marks.</p> 
<p>The following example shows how the <code dir=""ltr"">-XX:OnError</code> option can be used to run the <code dir=""ltr"">gcore</code> command to create the core image, and the debugger is started to attach to the process in case of an irrecoverable error (the <code dir=""ltr"">%p</code> designates the current process):</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:OnError=""gcore %p;dbx - %p""
</pre>"
Advanced JIT Compiler Options,-XX:OnOutOfMemoryError=string,"<p>Sets a custom command or a series of semicolon-separated commands to run when an <code dir=""ltr"">OutOfMemoryError</code> exception is first thrown. If the string contains spaces, then it must be enclosed in quotation marks. For an example of a command string, see the description of the <code dir=""ltr"">-XX:OnError</code> option.</p>"
Advanced JIT Compiler Options,-XX:+PerfDataSaveToFile,"<p>If enabled, saves <a href=""jstat.html#BEHBBBDJ""><code dir=""ltr"">jstat</code>(1)</a> binary data when the Java application exits. This binary data is saved in a file named <code dir=""ltr"">hsperfdata_</code><code dir=""ltr""><span>&lt;pid&gt;</span></code>, where <code dir=""ltr""><span>&lt;pid&gt;</span></code> is the process identifier of the Java application you ran. Use <code dir=""ltr"">jstat</code> to display the performance data contained in this file as follows:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
jstat -class file:///<span>&lt;path&gt;</span>/hsperfdata_<span>&lt;pid&gt;</span>
jstat -gc file:///<span>&lt;path&gt;</span>/hsperfdata_<span>&lt;pid&gt;</span>
</pre>"
Advanced JIT Compiler Options,-XX:+PrintCommandLineFlags,"<p>Enables printing of ergonomically selected JVM flags that appeared on the command line. It can be useful to know the ergonomic values set by the JVM, such as the heap space size and the selected garbage collector. By default, this option is disabled and flags are not printed.</p>"
Advanced JIT Compiler Options,-XX:+PrintNMTStatistics,"<p>Enables printing of collected native memory tracking data at JVM exit when native memory tracking is enabled (see <code dir=""ltr"">-XX:NativeMemoryTracking</code>). By default, this option is disabled and native memory tracking data is not printed.</p>"
Advanced JIT Compiler Options,-XX:+RelaxAccessControlCheck,"<p>Decreases the amount of access control checks in the verifier. By default, this option is disabled, and it is ignored (that is, treated as disabled) for classes with a recent bytecode version. You can enable it for classes with older versions of the bytecode.</p>"
Advanced JIT Compiler Options,-XX:+ResourceManagement,"<p>Enables the use of Resource Management during the runtime of the application.</p> 
<p>This is a commercial feature that requires you to also specify the <code dir=""ltr"">-XX:+UnlockCommercialFeatures</code> option as follows:</p> 
<p><code dir=""ltr"">java -XX:+UnlockCommercialFeatures -XX:+ResourceManagement</code></p>"
Advanced JIT Compiler Options,-XX:ResourceManagementSampleInterval=value (milliseconds),"<p>Sets the parameter that controls the sampling interval for Resource Management measurements, in milliseconds.</p> 
<p>This option can be used only when Resource Management is enabled (that is, the <code dir=""ltr"">-XX:+ResourceManagement</code> option is specified).</p>"
Advanced JIT Compiler Options,-XX:SharedArchiveFile=path,<p>Specifies the path and name of the class data sharing (CDS) archive file</p>
Advanced JIT Compiler Options,-XX:SharedClassListFile=file_name,"<p>Specifies the text file that contains the names of the class files to store in the class data sharing (CDS) archive. This file contains the full name of one class file per line, except slashes (<code dir=""ltr"">/</code>) replace dots (<code dir=""ltr"">.</code>). For example, to specify the classes <code dir=""ltr"">java.lang.Object</code> and <code dir=""ltr"">hello.Main</code>, create a text file that contains the following two lines:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
java/lang/Object
hello/Main
</pre> 
<p>The class files that you specify in this text file should include the classes that are commonly used by the application. They may include any classes from the application, extension, or bootstrap class paths.</p>"
Advanced JIT Compiler Options,-XX:+ShowMessageBoxOnError,"<p>Enables displaying of a dialog box when the JVM experiences an irrecoverable error. This prevents the JVM from exiting and keeps the process active so that you can attach a debugger to it to investigate the cause of the error. By default, this option is disabled.</p>"
Advanced JIT Compiler Options,-XX:StartFlightRecording=parameter=value,"<p>Starts a JFR recording for the Java application. This is a commercial feature that works in conjunction with the <code dir=""ltr"">-XX:+UnlockCommercialFeatures</code> option. This option is equivalent to the <code dir=""ltr"">JFR.start</code> diagnostic command that starts a recording during runtime. You can set the following parameters when starting a JFR recording:</p> 
<dl> 
 <dt>
  compress={true|false}
 </dt> 
 <dd> 
  <p>Specifies whether to compress the JFR recording log file (of type JFR) on the disk using the <code dir=""ltr"">gzip</code> file compression utility. This parameter is valid only if the <code dir=""ltr"">filename</code> parameter is specified. By default it is set to <code dir=""ltr"">false</code> (recording is not compressed). To enable compression, set the parameter to <code dir=""ltr"">true</code>.</p> 
 </dd> 
 <dt>
  defaultrecording={true|false}
 </dt> 
 <dd> 
  <p>Specifies whether the recording is a continuous background recording or if it runs for a limited time. By default, this parameter is set to <code dir=""ltr"">false</code> (recording runs for a limited time). To make the recording run continuously, set the parameter to <code dir=""ltr"">true</code>.</p> 
 </dd> 
 <dt>
  delay=
  <i>time</i>
 </dt> 
 <dd> 
  <p>Specifies the delay between the Java application launch time and the start of the recording. Append <code dir=""ltr"">s</code> to specify the time in seconds, <code dir=""ltr"">m</code> for minutes, <code dir=""ltr"">h</code> for hours, or <code dir=""ltr"">d</code> for days (for example, specifying <code dir=""ltr"">10m</code> means 10 minutes). By default, there is no delay, and this parameter is set to 0.</p> 
 </dd> 
 <dt>
  dumponexit={true|false}
 </dt> 
 <dd> 
  <p>Specifies whether a dump file of JFR data should be generated when the JVM terminates in a controlled manner. By default, this parameter is set to <code dir=""ltr"">false</code> (dump file on exit is not generated). To enable it, set the parameter to <code dir=""ltr"">true</code>.</p> 
  <p>The dump file is written to the location defined by the <code dir=""ltr"">filename</code> parameter.</p> 
  <p>Example:</p> 
  <pre dir=""ltr"" xml:space=""preserve"">
-XX:StartFlightRecording=name=test,filename=D:\test.jfr,dumponexit=true
</pre>
 </dd> 
 <dt>
  duration=
  <i>time</i>
 </dt> 
 <dd> 
  <p>Specifies the duration of the recording. Append <code dir=""ltr"">s</code> to specify the time in seconds, <code dir=""ltr"">m</code> for minutes, <code dir=""ltr"">h</code> for hours, or <code dir=""ltr"">d</code> for days (for example, specifying <code dir=""ltr"">5h</code> means 5 hours). By default, the duration is not limited, and this parameter is set to 0.</p> 
 </dd> 
 <dt>
  filename=
  <i>path</i>
 </dt> 
 <dd> 
  <p>Specifies the path and name of the JFR recording log file.</p> 
 </dd> 
 <dt>
  name=
  <i>identifier</i>
 </dt> 
 <dd> 
  <p>Specifies the identifier for the JFR recording. By default, it is set to <code dir=""ltr"">Recording x</code>.</p> 
 </dd> 
 <dt>
  maxage=
  <i>time</i>
 </dt> 
 <dd> 
  <p>Specifies the maximum age of disk data to keep for the default recording. Append <code dir=""ltr"">s</code> to specify the time in seconds, <code dir=""ltr"">m</code> for minutes, <code dir=""ltr"">h</code> for hours, or <code dir=""ltr"">d</code> for days (for example, specifying <code dir=""ltr"">30s</code> means 30 seconds). By default, the maximum age is set to 15 minutes (<code dir=""ltr"">15m</code>).</p> 
 </dd> 
 <dt>
  maxsize=
  <i>size</i>
 </dt> 
 <dd> 
  <p>Specifies the maximum size (in bytes) of disk data to keep for the default recording. Append <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code>, to specify the size in KB, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to specify the size in MB, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to specify the size in GB. By default, the maximum size of disk data is not limited, and this parameter is set to 0.</p> 
 </dd> 
 <dt>
  settings=
  <i>path</i>
 </dt> 
 <dd> 
  <p>Specifies the path and name of the event settings file (of type JFC). By default, the <code dir=""ltr"">default.jfc</code> file is used, which is located in <code dir=""ltr"">JAVA_HOME/jre/lib/jfr</code>.</p> 
 </dd> 
</dl> 
<p>You can specify values for multiple parameters by separating them with a comma. For example, to save the recording to test.jfr in the current working directory, and instruct JFR to compress the log file, specify the following:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:StartFlightRecording=filename=test.jfr,compress=true
</pre>"
Advanced JIT Compiler Options,-XX:ThreadStackSize=size,"<p>Sets the thread stack size (in bytes). Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. The default value depends on the platform:</p> 
<ul> 
 <li> <p>Linux/ARM (32-bit): 320 KB</p> </li> 
 <li> <p>Linux/i386 (32-bit): 320 KB</p> </li> 
 <li> <p>Linux/x64 (64-bit): 1024 KB</p> </li> 
 <li> <p>OS X (64-bit): 1024 KB</p> </li> 
 <li> <p>Oracle Solaris/i386 (32-bit): 320 KB</p> </li> 
 <li> <p>Oracle Solaris/x64 (64-bit): 1024 KB</p> </li> 
</ul> 
<p>The following examples show how to set the thread stack size to 1024 KB in different units:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:ThreadStackSize=1m
-XX:ThreadStackSize=1024k
-XX:ThreadStackSize=1048576
</pre> 
<p>This option is equivalent to <code dir=""ltr"">-Xss</code>.</p>"
Advanced JIT Compiler Options,-XX:+TraceClassLoading,"<p>Enables tracing of classes as they are loaded. By default, this option is disabled and classes are not traced.</p>"
Advanced JIT Compiler Options,-XX:+TraceClassLoadingPreorder,"<p>Enables tracing of all loaded classes in the order in which they are referenced. By default, this option is disabled and classes are not traced.</p>"
Advanced JIT Compiler Options,-XX:+TraceClassResolution,"<p>Enables tracing of constant pool resolutions. By default, this option is disabled and constant pool resolutions are not traced.</p>"
Advanced JIT Compiler Options,-XX:+TraceClassUnloading,"<p>Enables tracing of classes as they are unloaded. By default, this option is disabled and classes are not traced.</p>"
Advanced JIT Compiler Options,-XX:+TraceLoaderConstraints,"<p>Enables tracing of the loader constraints recording. By default, this option is disabled and loader constraints recording is not traced.</p>"
Advanced JIT Compiler Options,-XX:+UnlockCommercialFeatures,"<p>Enables the use of commercial features. Commercial features are included with Oracle Java SE Advanced or Oracle Java SE Suite packages, as defined on the <i>Java SE Products</i> page at <code dir=""ltr""><a href=""http://www.oracle.com/technetwork/java/javase/terms/products/index.html"">http://www.oracle.com/technetwork/java/javase/terms/products/index.html</a></code></p> 
<p>By default, this option is disabled and the JVM runs without the commercial features. Once they were enabled for a JVM process, it is not possible to disable their use for that process.</p> 
<p>If this option is not provided, commercial features can still be unlocked in a running JVM by using the appropriate <code dir=""ltr"">jcmd</code> diagnostic commands.</p>"
Advanced JIT Compiler Options,-XX:+UseAltSigs,"<p>Enables the use of alternative signals instead of <code dir=""ltr"">SIGUSR1</code> and <code dir=""ltr"">SIGUSR2</code> for JVM internal signals. By default, this option is disabled and alternative signals are not used. This option is equivalent to <code dir=""ltr"">-Xusealtsigs</code>.</p>"
Advanced JIT Compiler Options,-XX:+UseAppCDS,"<p>Enables application class data sharing (AppCDS). To use AppCDS, you must also specify values for the options <code dir=""ltr"">-XX:SharedClassListFile</code> and <code dir=""ltr"">-XX:SharedArchiveFile</code> during both CDS dump time (see the option <code dir=""ltr"">-Xshare:dump</code>) and application run time.</p> 
<p>This is a commercial feature that requires you to also specify the <code dir=""ltr"">-XX:+UnlockCommercialFeatures</code> option. This is also an experimental feature; it may change in future releases.</p> 
<p>See <a href=""#app_class_data_sharing"">""Application Class Data Sharing""</a>.</p>"
Advanced JIT Compiler Options,-XX:-UseBiasedLocking,"<p>Disables the use of biased locking. Some applications with significant amounts of uncontended synchronization may attain significant speedups with this flag enabled, whereas applications with certain patterns of locking may see slowdowns. For more information about the biased locking technique, see the example in Java Tuning White Paper at <code dir=""ltr""><a href=""http://www.oracle.com/technetwork/java/tuning-139912.html#section4.2.5"">http://www.oracle.com/technetwork/java/tuning-139912.html#section4.2.5</a></code></p> 
<p>By default, this option is enabled.</p>"
Advanced JIT Compiler Options,-XX:-UseCompressedOops,"<p>Disables the use of compressed pointers. By default, this option is enabled, and compressed pointers are used when Java heap sizes are less than 32 GB. When this option is enabled, object references are represented as 32-bit offsets instead of 64-bit pointers, which typically increases performance when running the application with Java heap sizes less than 32 GB. This option works only for 64-bit JVMs.</p> 
<p>It is also possible to use compressed pointers when Java heap sizes are greater than 32GB. See the <code dir=""ltr"">-XX:ObjectAlignmentInBytes</code> option.</p>"
Advanced JIT Compiler Options,-XX:+UseHugeTLBFS,"<p>This option for Linux is the equivalent of specifying <code dir=""ltr"">-XX:+UseLargePages</code>. This option is disabled by default. This option pre-allocates all large pages up-front, when memory is reserved; consequently the JVM cannot dynamically grow or shrink large pages memory areas; see <code dir=""ltr"">-XX:UseTransparentHugePages</code> if you want this behavior.</p> 
<p>For more information, see <a href=""#large_pages"">""Large Pages""</a>.</p>"
Advanced JIT Compiler Options,-XX:+UseLargePages,"<p>Enables the use of large page memory. By default, this option is disabled and large page memory is not used.</p> 
<p>For more information, see <a href=""#large_pages"">""Large Pages""</a>.</p>"
Advanced JIT Compiler Options,-XX:+UseMembar,"<p>Enables issuing of membars on thread state transitions. This option is disabled by default on all platforms except ARM servers, where it is enabled. (It is recommended that you do not disable this option on ARM servers.)</p>"
Advanced JIT Compiler Options,-XX:+UsePerfData,"<p>Enables the <code dir=""ltr"">perfdata</code> feature. This option is enabled by default to allow JVM monitoring and performance testing. Disabling it suppresses the creation of the <code dir=""ltr"">hsperfdata_userid</code> directories. To disable the <code dir=""ltr"">perfdata</code> feature, specify <code dir=""ltr"">-XX:-UsePerfData</code>.</p>"
Advanced JIT Compiler Options,-XX:+UseTransparentHugePages,"<p>On Linux, enables the use of large pages that can dynamically grow or shrink. This option is disabled by default. You may encounter performance problems with transparent huge pages as the OS moves other pages around to create huge pages; this option is made available for experimentation.</p> 
<p>For more information, see <a href=""#large_pages"">""Large Pages""</a>.</p>"
Advanced JIT Compiler Options,-XX:+AllowUserSignalHandlers,"<p>Enables installation of signal handlers by the application. By default, this option is disabled and the application is not allowed to install signal handlers.</p>"
Advanced Serviceability Options,-XX:+AggressiveOpts,"<p>Enables the use of aggressive performance optimization features, which are expected to become default in upcoming releases. By default, this option is disabled and experimental performance features are not used.</p>"
Advanced Serviceability Options,-XX:AllocateInstancePrefetchLines=lines,"<p>Sets the number of lines to prefetch ahead of the instance allocation pointer. By default, the number of lines to prefetch is set to 1:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:AllocateInstancePrefetchLines=1
</pre> 
<p>Only the Java HotSpot Server VM supports this option.</p>"
Advanced Serviceability Options,-XX:AllocatePrefetchDistance=size,"<p>Sets the size (in bytes) of the prefetch distance for object allocation. Memory about to be written with the value of new objects is prefetched up to this distance starting from the address of the last allocated object. Each Java thread has its own allocation point.</p> 
<p>Negative values denote that prefetch distance is chosen based on the platform. Positive values are bytes to prefetch. Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. The default value is set to -1.</p> 
<p>The following example shows how to set the prefetch distance to 1024 bytes:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:AllocatePrefetchDistance=1024
</pre> 
<p>Only the Java HotSpot Server VM supports this option.</p>"
Advanced Serviceability Options,-XX:AllocatePrefetchInstr=instruction,"<p>Sets the prefetch instruction to prefetch ahead of the allocation pointer. Only the Java HotSpot Server VM supports this option. Possible values are from 0 to 3. The actual instructions behind the values depend on the platform. By default, the prefetch instruction is set to 0:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:AllocatePrefetchInstr=0
</pre> 
<p>Only the Java HotSpot Server VM supports this option.</p>"
Advanced Serviceability Options,-XX:AllocatePrefetchLines=lines,"<p>Sets the number of cache lines to load after the last object allocation by using the prefetch instructions generated in compiled code. The default value is 1 if the last allocated object was an instance, and 3 if it was an array.</p> 
<p>The following example shows how to set the number of loaded cache lines to 5:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:AllocatePrefetchLines=5
</pre> 
<p>Only the Java HotSpot Server VM supports this option.</p>"
Advanced Serviceability Options,-XX:AllocatePrefetchStepSize=size,"<p>Sets the step size (in bytes) for sequential prefetch instructions. Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. By default, the step size is set to 16 bytes:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:AllocatePrefetchStepSize=16
</pre> 
<p>Only the Java HotSpot Server VM supports this option.</p>"
Advanced Serviceability Options,-XX:AllocatePrefetchStyle=style,"<p>Sets the generated code style for prefetch instructions. The <i>style</i> argument is an integer from 0 to 3:</p> 
<dl> 
 <dt>
  0
 </dt> 
 <dd> 
  <p>Do not generate prefetch instructions.</p> 
 </dd> 
 <dt>
  1
 </dt> 
 <dd> 
  <p>Execute prefetch instructions after each allocation. This is the default parameter.</p> 
 </dd> 
 <dt>
  2
 </dt> 
 <dd> 
  <p>Use the thread-local allocation block (TLAB) watermark pointer to determine when prefetch instructions are executed.</p> 
 </dd> 
 <dt>
  3
 </dt> 
 <dd> 
  <p>Use BIS instruction on SPARC for allocation prefetch.</p> 
 </dd> 
</dl> 
<p>Only the Java HotSpot Server VM supports this option.</p>"
Advanced Serviceability Options,-XX:+BackgroundCompilation,"<p>Enables background compilation. This option is enabled by default. To disable background compilation, specify <code dir=""ltr"">-XX:-BackgroundCompilation</code> (this is equivalent to specifying <code dir=""ltr"">-Xbatch</code>).</p>"
Advanced Serviceability Options,-XX:CICompilerCount=threads,"<p>Sets the number of compiler threads to use for compilation. By default, the number of threads is set to 2 for the server JVM, to 1 for the client JVM, and it scales to the number of cores if tiered compilation is used. The following example shows how to set the number of threads to 2:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CICompilerCount=2
</pre>"
Advanced Serviceability Options,-XX:CodeCacheMinimumFreeSpace=size,"<p>Sets the minimum free space (in bytes) required for compilation. Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. When less than the minimum free space remains, compiling stops. By default, this option is set to 500 KB. The following example shows how to set the minimum free space to 1024 MB:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CodeCacheMinimumFreeSpace=1024m
</pre>"
Advanced Serviceability Options,"-XX:CompileCommand=command,method[,option]","<p>Specifies a command to perform on a method. For example, to exclude the <code dir=""ltr"">indexOf()</code> method of the <code dir=""ltr"">String</code> class from being compiled, use the following:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileCommand=exclude,java/lang/String.indexOf
</pre> 
<p>Note that the full class name is specified, including all packages and subpackages separated by a slash (<code dir=""ltr"">/</code>). For easier cut and paste operations, it is also possible to use the method name format produced by the <code dir=""ltr"">-XX:+PrintCompilation</code> and <code dir=""ltr"">-XX:+LogCompilation</code> options:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileCommand=exclude,java.lang.String::indexOf
</pre> 
<p>If the method is specified without the signature, the command will be applied to all methods with the specified name. However, you can also specify the signature of the method in the class file format. In this case, you should enclose the arguments in quotation marks, because otherwise the shell treats the semicolon as command end. For example, if you want to exclude only the <code dir=""ltr"">indexOf(String)</code> method of the <code dir=""ltr"">String</code> class from being compiled, use the following:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileCommand=""exclude,java/lang/String.indexOf,(Ljava/lang/String;)I""
</pre> 
<p>You can also use the asterisk (*) as a wildcard for class and method names. For example, to exclude all <code dir=""ltr"">indexOf()</code> methods in all classes from being compiled, use the following:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileCommand=exclude,*.indexOf
</pre> 
<p>The commas and periods are aliases for spaces, making it easier to pass compiler commands through a shell. You can pass arguments to <code dir=""ltr"">-XX:CompileCommand</code> using spaces as separators by enclosing the argument in quotation marks:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileCommand=""exclude java/lang/String indexOf""
</pre> 
<p>Note that after parsing the commands passed on the command line using the <code dir=""ltr"">-XX:CompileCommand</code> options, the JIT compiler then reads commands from the <code dir=""ltr"">.hotspot_compiler</code> file. You can add commands to this file or specify a different file using the <code dir=""ltr"">-XX:CompileCommandFile</code> option.</p> 
<p>To add several commands, either specify the <code dir=""ltr"">-XX:CompileCommand</code> option multiple times, or separate each argument with the newline separator (<code dir=""ltr"">\n</code>). The following commands are available:</p> 
<dl> 
 <dt>
  break
 </dt> 
 <dd> 
  <p>Set a breakpoint when debugging the JVM to stop at the beginning of compilation of the specified method.</p> 
 </dd> 
 <dt>
  compileonly
 </dt> 
 <dd> 
  <p>Exclude all methods from compilation except for the specified method. As an alternative, you can use the <code dir=""ltr"">-XX:CompileOnly</code> option, which allows to specify several methods.</p> 
 </dd> 
 <dt>
  dontinline
 </dt> 
 <dd> 
  <p>Prevent inlining of the specified method.</p> 
 </dd> 
 <dt>
  exclude
 </dt> 
 <dd> 
  <p>Exclude the specified method from compilation.</p> 
 </dd> 
 <dt>
  help
 </dt> 
 <dd> 
  <p>Print a help message for the <code dir=""ltr"">-XX:CompileCommand</code> option.</p> 
 </dd> 
 <dt>
  inline
 </dt> 
 <dd> 
  <p>Attempt to inline the specified method.</p> 
 </dd> 
 <dt>
  log
 </dt> 
 <dd> 
  <p>Exclude compilation logging (with the <code dir=""ltr"">-XX:+LogCompilation</code> option) for all methods except for the specified method. By default, logging is performed for all compiled methods.</p> 
 </dd> 
 <dt>
  option
 </dt> 
 <dd> 
  <p>This command can be used to pass a JIT compilation option to the specified method in place of the last argument (<i>option</i>). The compilation option is set at the end, after the method name. For example, to enable the <code dir=""ltr"">BlockLayoutByFrequency</code> option for the <code dir=""ltr"">append()</code> method of the <code dir=""ltr"">StringBuffer</code> class, use the following:</p> 
  <pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileCommand=option,java/lang/StringBuffer.append,BlockLayoutByFrequency
</pre> 
  <p>You can specify multiple compilation options, separated by commas or spaces.</p> 
 </dd> 
 <dt>
  print
 </dt> 
 <dd> 
  <p>Print generated assembler code after compilation of the specified method.</p> 
 </dd> 
 <dt>
  quiet
 </dt> 
 <dd> 
  <p>Do not print the compile commands. By default, the commands that you specify with the -<code dir=""ltr"">XX:CompileCommand</code> option are printed; for example, if you exclude from compilation the <code dir=""ltr"">indexOf()</code> method of the <code dir=""ltr"">String</code> class, then the following will be printed to standard output:</p> 
  <pre dir=""ltr"" xml:space=""preserve"">
CompilerOracle: exclude java/lang/String.indexOf
</pre> 
  <p>You can suppress this by specifying the <code dir=""ltr"">-XX:CompileCommand=quiet</code> option before other <code dir=""ltr"">-XX:CompileCommand</code> options.</p> 
 </dd> 
</dl>"
Advanced Serviceability Options,-XX:CompileCommandFile=filename,"<p>Sets the file from which JIT compiler commands are read. By default, the <code dir=""ltr"">.hotspot_compiler</code> file is used to store commands performed by the JIT compiler.</p> 
<p>Each line in the command file represents a command, a class name, and a method name for which the command is used. For example, this line prints assembly code for the <code dir=""ltr"">toString()</code> method of the <code dir=""ltr"">String</code> class:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
print java/lang/String toString
</pre> 
<p>For more information about specifying the commands for the JIT compiler to perform on methods, see the <code dir=""ltr"">-XX:CompileCommand</code> option.</p>"
Advanced Serviceability Options,-XX:CompileOnly=methods,"<p>Sets the list of methods (separated by commas) to which compilation should be restricted. Only the specified methods will be compiled. Specify each method with the full class name (including the packages and subpackages). For example, to compile only the <code dir=""ltr"">length()</code> method of the <code dir=""ltr"">String</code> class and the <code dir=""ltr"">size()</code> method of the <code dir=""ltr"">List</code> class, use the following:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileOnly=java/lang/String.length,java/util/List.size
</pre> 
<p>Note that the full class name is specified, including all packages and subpackages separated by a slash (<code dir=""ltr"">/</code>). For easier cut and paste operations, it is also possible to use the method name format produced by the <code dir=""ltr"">-XX:+PrintCompilation</code> and <code dir=""ltr"">-XX:+LogCompilation</code> options:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileOnly=java.lang.String::length,java.util.List::size
</pre> 
<p>Although wildcards are not supported, you can specify only the class or package name to compile all methods in that class or package, as well as specify just the method to compile methods with this name in any class:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileOnly=java/lang/String
-XX:CompileOnly=java/lang
-XX:CompileOnly=.length
</pre>"
Advanced Serviceability Options,-XX:CompileThreshold=invocations,"<p>Sets the number of interpreted method invocations before compilation. By default, in the server JVM, the JIT compiler performs 10,000 interpreted method invocations to gather information for efficient compilation. For the client JVM, the default setting is 1,500 invocations. This option is ignored when tiered compilation is enabled; see the option <code dir=""ltr"">-XX:+TieredCompilation</code>. The following example shows how to set the number of interpreted method invocations to 5,000:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:CompileThreshold=5000
</pre> 
<p>You can completely disable interpretation of Java methods before compilation by specifying the <code dir=""ltr"">-Xcomp</code> option.</p>"
Advanced Serviceability Options,-XX:+DoEscapeAnalysis,"<p>Enables the use of escape analysis. This option is enabled by default. To disable the use of escape analysis, specify <code dir=""ltr"">-XX:-DoEscapeAnalysis</code>. Only the Java HotSpot Server VM supports this option.</p>"
Advanced Serviceability Options,-XX:InitialCodeCacheSize=size,"<p>Sets the initial code cache size (in bytes). Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. The default value is set to 500 KB. The initial code cache size should be not less than the system's minimal memory page size. The following example shows how to set the initial code cache size to 32 KB:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:InitialCodeCacheSize=32k
</pre>"
Advanced Serviceability Options,-XX:+Inline,"<p>Enables method inlining. This option is enabled by default to increase performance. To disable method inlining, specify <code dir=""ltr"">-XX:-Inline</code>.</p>"
Advanced Serviceability Options,-XX:InlineSmallCode=size,"<p>Sets the maximum code size (in bytes) for compiled methods that should be inlined. Append the letter <code dir=""ltr"">k</code> or <code dir=""ltr"">K</code> to indicate kilobytes, <code dir=""ltr"">m</code> or <code dir=""ltr"">M</code> to indicate megabytes, <code dir=""ltr"">g</code> or <code dir=""ltr"">G</code> to indicate gigabytes. Only compiled methods with the size smaller than the specified size will be inlined. By default, the maximum code size is set to 1000 bytes:</p> 
<pre dir=""ltr"" xml:space=""preserve"">
-XX:InlineSmallCode=1000
</pre>"
Advanced Serviceability Options,-XX:+LogCompilation,"<p>Enables logging of compilation activity to a file named <code dir=""ltr"">hotspot.log</code> in the current working directory. You can specify a different log file path and name using the <code dir=""ltr"">-XX:LogFile</code> option.</p> 
<p>By default, this option is disabled and compilation activity is not logged. The <code dir=""ltr"">-XX:+LogCompilation</code> option has to be used together with the <code dir=""ltr"">-XX:UnlockDiagnosticVMOptions</code> option that unlocks diagnostic JVM options.</p> 
<p>You can enable verbose diagnostic output with a message printed to the console every time a method is compiled by using the <code dir=""ltr"">-XX:+PrintCompilation</code> option.</p>"
